timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
10-10-2011,5.62,5.62,5.62,5.62,4.659002509,0,0,1
,,,,,,,,
07-10-2011,5.43,5.43,5.43,5.43,4.501491748,0,0,1
,,,,,,,,
06-10-2011,5.47,5.47,5.47,5.47,4.534651908,0,0,1
,,,,,,,,
05-10-2011,5.38,5.38,5.38,5.38,4.460041548,0,0,1
,,,,,,,,
04-10-2011,5.25,5.25,5.25,5.25,4.352271027,0,0,1
,,,,,,,,
03-10-2011,5.14,5.14,5.14,5.14,4.261080587,0,0,1
,,,,,,,,
30-09-2011,5.27,5.27,5.27,5.27,4.368851107,0,0,1
,,,,,,,,
29-09-2011,5.41,5.41,5.41,5.41,4.484911668,0,0,1
,,,,,,,,
28-09-2011,5.47,5.47,5.47,5.47,4.534651908,0,0,1
,,,,,,,,
27-09-2011,5.55,5.55,5.55,5.55,4.600972229,0,0,1
,,,,,,,,
26-09-2011,5.5,5.5,5.5,5.5,4.559522029,0,0,1
,,,,,,,,
23-09-2011,5.43,5.43,5.43,5.43,4.501491748,0,0,1
,,,,,,,,
22-09-2011,5.38,5.38,5.38,5.38,4.460041548,0,0,1
,,,,,,,,
21-09-2011,5.56,5.56,5.56,5.56,4.609262269,0,0,1
,,,,,,,,
20-09-2011,5.66,5.66,5.66,5.66,4.692162669,0,0,1
,,,,,,,,
19-09-2011,5.69,5.69,5.69,5.69,4.71703279,0,0,1
,,,,,,,,
16-09-2011,5.68,5.68,5.68,5.68,4.70874275,0,0,1
,,,,,,,,
15-09-2011,5.64,5.64,5.64,5.64,4.675582589,0,0,1
,,,,,,,,
14-09-2011,5.55,5.55,5.55,5.55,4.600972229,0,0,1
,,,,,,,,
13-09-2011,5.47,5.47,5.47,5.47,4.534651908,0,0,1
,,,,,,,,
